item_id,time_period,category,silhouette,neckline,sleeve_type,hemline,primary_color,secondary_color,pattern,fabric,sustainability_label,price_segment,year,quarter,search_volume,social_mentions,runway_appearances,celebrity_wears,influencer_posts,retail_availability,price_index,units_sold,return_rate,avg_rating,review_count,trend_score,trending_next_quarter
FSH114847,2024-Q1,Dresses,Structured,V-Neck,Three-Quarter,Knee-Length,Grey,Red,Solid,Silk,Sustainable,Budget,2024,Q1,1966,5736,1,0,24,0.47,124.8,2135,24.0,3.75,63,45.6,0
FSH114848,2024-Q4,Bottoms,Tailored,Scoop,Short,Mini,Navy,Red,Solid,Wool,Conventional,Luxury,2024,Q4,1374,116,1,3,1176,0.22,262.7,2104,8.8,3.95,87,21.7,0
FSH114849,2021-Q1,Dresses,Structured,Off-Shoulder,Three-Quarter,Maxi,Blue,Orange,Floral,Wool,Recycled,Premium,2021,Q1,1305,100,0,0,359,0.64,444.71,249,11.3,4.57,59,37.9,0
FSH114850,2020-Q3,Footwear,Tailored,Crew,Sleeveless,Cropped,Orange,None,Plaid,Cotton,Organic,Premium,2020,Q3,5466,12824,2,2,65,0.6,247.44,228,13.1,4.4,787,49.5,0
FSH114851,2015-Q1,Tops,Relaxed,High-Neck,Short,Midi,Blue,Blue,Solid,Silk,Organic,Mid-Range,2015,Q1,3165,207,2,0,64,0.54,362.41,3157,3.9,3.86,206,33.0,0
FSH114852,2023-Q1,Outerwear,Structured,High-Neck,Sleeveless,Mini,Black,Pink,Solid,Linen,Organic,Mid-Range,2023,Q1,1698,1655,2,2,1166,1.0,499.34,958,40.0,4.02,12,58.7,1
FSH114853,2018-Q3,Outerwear,Structured,Scoop,Bell,Knee-Length,Beige,Blue,Floral,Denim,Recycled,Mid-Range,2018,Q3,846,1731,4,2,42,0.15,112.15,135,8.1,4.16,10,60.5,1
FSH114854,2019-Q1,Outerwear,Tailored,Square,Short,Maxi,Green,White,Geometric,Denim,Conventional,Mid-Range,2019,Q1,7009,2995,4,0,191,0.86,193.57,1466,21.7,3.98,34,28.6,0
FSH114855,2023-Q2,Tops,Oversized,Scoop,Sleeveless,Cropped,Blue,Orange,Striped,Silk,Conventional,Mid-Range,2023,Q2,2598,420,0,2,100,0.74,372.62,5229,11.4,3.71,95,48.9,0
FSH114856,2019-Q1,Tops,Relaxed,V-Neck,Short,Knee-Length,Navy,White,Abstract,Satin,Conventional,Mid-Range,2019,Q1,211,85,5,3,88,0.4,98.77,951,17.8,3.11,4,38.0,0
FSH114857,2015-Q4,Footwear,Relaxed,Square,Cap,Midi,Beige,Pink,Solid,Knit,Organic,Premium,2015,Q4,2571,144,0,0,90,0.48,72.96,262,36.0,3.67,17,28.0,0
FSH114858,2018-Q1,Dresses,Relaxed,Square,Three-Quarter,Cropped,Beige,None,Striped,Cotton,Conventional,Mid-Range,2018,Q1,7643,70,2,0,3102,0.4,266.54,689,36.3,4.23,39,33.4,0
FSH114859,2015-Q4,Dresses,Relaxed,Off-Shoulder,Sleeveless,Midi,Blue,Orange,Striped,Satin,Sustainable,Premium,2015,Q4,860,43419,4,0,25,0.18,456.88,9324,11.8,4.68,170,48.9,0
FSH114860,2016-Q3,Outerwear,Oversized,V-Neck,Long,Knee-Length,Orange,None,Geometric,Wool,Conventional,Luxury,2016,Q3,4166,713,1,1,122,0.94,407.78,55,16.0,4.32,565,43.6,0
FSH114861,2017-Q1,Footwear,Tailored,Off-Shoulder,Bell,Maxi,Brown,Purple,Animal Print,Linen,Sustainable,Budget,2017,Q1,2575,2430,2,1,3,0.36,62.94,1416,28.1,3.76,38,23.9,0
FSH114862,2020-Q3,Tops,Relaxed,Square,Cap,Cropped,Navy,Beige,Solid,Cotton,Sustainable,Budget,2020,Q3,1135,1281,5,1,69,0.18,494.21,145,26.6,3.46,22,45.2,0
FSH114863,2023-Q1,Outerwear,Relaxed,Off-Shoulder,Cap,Cropped,Pink,White,Plaid,Polyester,Sustainable,Luxury,2023,Q1,26510,8492,1,3,40,0.18,178.29,98,14.9,4.21,145,47.0,0
FSH114864,2023-Q1,Bottoms,Flowy,Scoop,Bell,Floor-Length,Red,Purple,Solid,Leather,Conventional,Luxury,2023,Q1,3030,56,3,3,44,0.62,336.5,1216,25.0,4.03,49,46.5,0
FSH114865,2019-Q4,Dresses,Relaxed,Scoop,Sleeveless,Mini,Black,Green,Tie-Dye,Cotton,Recycled,Premium,2019,Q4,1102,672,3,2,136,0.48,474.44,1560,6.1,4.0,321,39.6,0
FSH114866,2015-Q4,Outerwear,Tailored,Off-Shoulder,Sleeveless,Cropped,Orange,Navy,Solid,Silk,Conventional,Mid-Range,2015,Q4,17872,3230,4,3,289,0.2,407.29,861,5.7,4.35,591,52.3,1
FSH114867,2015-Q1,Footwear,Relaxed,Square,Long,Mini,Red,Orange,Striped,Knit,Conventional,Premium,2015,Q1,3655,228,1,2,91,0.12,493.58,458,29.1,3.53,3190,22.3,0
FSH114868,2023-Q2,Accessories,Oversized,Square,Bell,Knee-Length,Orange,Brown,Solid,Wool,Sustainable,Premium,2023,Q2,18510,78,5,1,35,0.24,422.97,238,25.3,3.96,44,49.9,0
FSH114869,2021-Q3,Dresses,Fitted,Square,Sleeveless,Floor-Length,Blue,None,Animal Print,Leather,Sustainable,Luxury,2021,Q3,8125,2074,2,3,249,0.72,181.89,1121,40.0,4.2,1,51.4,0
FSH114870,2020-Q1,Outerwear,Tailored,Square,Bell,Knee-Length,Blue,Pink,Plaid,Denim,Conventional,Budget,2020,Q1,1771,1379,1,0,597,0.88,203.22,320,18.3,4.63,13,40.5,0
FSH114871,2020-Q4,Tops,Tailored,Scoop,Long,Maxi,Beige,Yellow,Solid,Wool,Conventional,Mid-Range,2020,Q4,4509,1705,6,3,60,0.65,111.11,327,16.0,3.93,28,58.3,1
FSH114872,2018-Q3,Dresses,Flowy,Square,Sleeveless,Knee-Length,Grey,Yellow,Solid,Satin,Conventional,Mid-Range,2018,Q3,942,3452,2,0,1134,0.27,152.3,37,19.3,4.08,15,19.7,0
FSH114873,2023-Q3,Outerwear,Fitted,Square,Long,Maxi,White,Orange,Plaid,Velvet,Organic,Budget,2023,Q3,3799,194,4,1,132,0.45,78.5,677,27.4,3.45,34,41.2,0
FSH114874,2021-Q1,Dresses,Tailored,Off-Shoulder,Short,Midi,Yellow,Brown,Solid,Wool,Upcycled,Budget,2021,Q1,63,752,1,3,73,0.9,353.81,263,12.8,3.74,50,40.9,0
FSH114875,2017-Q1,Tops,Tailored,Scoop,Three-Quarter,Floor-Length,Green,Purple,Polka Dot,Knit,Sustainable,Mid-Range,2017,Q1,1691,5565,2,3,6,0.94,329.04,70,1.9,4.25,45,60.3,1
FSH114876,2019-Q1,Tops,Oversized,Crew,Three-Quarter,Mini,Navy,None,Solid,Silk,Recycled,Budget,2019,Q1,1919,4000,1,4,45,0.29,119.23,622,7.9,3.99,47,60.7,1
FSH114877,2020-Q1,Tops,Structured,Off-Shoulder,Sleeveless,Midi,Brown,Navy,Solid,Knit,Conventional,Mid-Range,2020,Q1,6961,153,0,3,138,0.18,264.22,105,23.5,3.87,49,26.0,0
FSH114878,2018-Q1,Bottoms,Tailored,Square,Sleeveless,Maxi,Brown,Blue,Animal Print,Velvet,Recycled,Mid-Range,2018,Q1,5971,395,4,0,290,0.34,346.03,32,25.6,4.68,2,38.0,0
FSH114879,2015-Q3,Tops,Oversized,High-Neck,Three-Quarter,Cropped,Brown,Multi,Solid,Knit,Recycled,Budget,2015,Q3,10273,7516,4,1,196,0.16,56.75,59,2.7,4.22,12,46.1,0
FSH114880,2015-Q4,Bottoms,Fitted,Crew,Three-Quarter,Mini,Navy,Blue,Floral,Silk,Conventional,Luxury,2015,Q4,6983,913,3,2,175,0.76,194.77,98,16.5,4.3,1,46.3,0
FSH114881,2015-Q4,Tops,Flowy,V-Neck,Long,Midi,Black,Grey,Striped,Leather,Recycled,Mid-Range,2015,Q4,609,14864,2,1,42,0.33,143.45,599,27.7,3.66,13,18.3,0
FSH114882,2021-Q4,Outerwear,Oversized,Square,Long,Midi,Purple,Grey,Solid,Denim,Conventional,Mid-Range,2021,Q4,383,1018,3,1,11,0.94,402.61,48,2.6,4.35,329,64.6,1
FSH114883,2016-Q3,Footwear,Tailored,Scoop,Short,Midi,Grey,Brown,Polka Dot,Wool,Recycled,Mid-Range,2016,Q3,719,3241,1,0,1606,0.84,281.7,219,40.0,3.89,137,31.9,0
FSH114884,2021-Q2,Tops,Structured,V-Neck,Short,Knee-Length,Beige,Orange,Solid,Linen,Conventional,Luxury,2021,Q2,2490,582,4,3,46,0.89,167.62,709,21.8,3.93,13,59.6,1
FSH114885,2017-Q3,Bottoms,Fitted,High-Neck,Long,Cropped,White,Beige,Solid,Leather,Sustainable,Premium,2017,Q3,3776,4420,2,2,27,0.33,467.95,476,5.3,3.81,19,39.1,0
FSH114886,2020-Q4,Outerwear,Oversized,Scoop,Short,Midi,Red,Grey,Plaid,Silk,Sustainable,Premium,2020,Q4,7864,1116,1,4,52,0.99,57.58,83,13.6,4.44,41,70.1,1
FSH114887,2017-Q2,Bottoms,Structured,V-Neck,Cap,Midi,Navy,Red,Plaid,Satin,Organic,Luxury,2017,Q2,1676,1856,4,0,812,0.4,61.22,958,2.8,4.55,14,41.4,0
FSH114888,2024-Q1,Tops,Fitted,Crew,Bell,Midi,White,Green,Solid,Cotton,Recycled,Mid-Range,2024,Q1,7743,1032,4,3,31,0.12,138.83,544,10.1,3.83,185,64.3,1
FSH114889,2018-Q1,Outerwear,Oversized,V-Neck,Long,Floor-Length,Red,None,Solid,Linen,Recycled,Budget,2018,Q1,2178,79,2,3,324,0.18,425.09,324,23.6,3.9,8,39.4,0
FSH114890,2024-Q3,Dresses,Fitted,Scoop,Short,Cropped,Grey,Brown,Striped,Silk,Organic,Mid-Range,2024,Q3,1526,802,2,1,184,0.89,492.64,1183,2.6,3.91,65,55.9,1
FSH114891,2019-Q3,Tops,Structured,Crew,Short,Midi,Green,Orange,Solid,Denim,Organic,Mid-Range,2019,Q3,588,80,0,2,22,0.43,493.78,86,25.4,4.0,9,34.1,0
FSH114892,2019-Q3,Bottoms,Tailored,High-Neck,Sleeveless,Mini,Red,Blue,Solid,Linen,Organic,Budget,2019,Q3,378,2970,2,1,1108,0.41,160.99,195,11.1,4.13,2,34.4,0
FSH114893,2017-Q4,Dresses,Structured,Square,Sleeveless,Floor-Length,Multi,None,Striped,Wool,Conventional,Mid-Range,2017,Q4,3208,896,1,0,34,0.84,416.12,1176,27.2,2.47,202,22.4,0
FSH114894,2020-Q2,Bottoms,Structured,V-Neck,Sleeveless,Knee-Length,Brown,Green,Tie-Dye,Satin,Sustainable,Premium,2020,Q2,11298,584,5,0,264,0.73,463.14,235,11.3,3.61,198,51.1,0
FSH114895,2024-Q1,Outerwear,Relaxed,Off-Shoulder,Three-Quarter,Knee-Length,Black,None,Plaid,Silk,Sustainable,Mid-Range,2024,Q1,13011,24,0,3,83,0.89,495.71,62,10.5,4.36,34,50.8,0
FSH114896,2022-Q2,Footwear,Structured,Scoop,Bell,Midi,Beige,Navy,Abstract,Wool,Organic,Mid-Range,2022,Q2,515,869,2,0,92,0.32,472.2,202,8.0,4.32,39,52.0,1
FSH114897,2017-Q4,Dresses,Oversized,Off-Shoulder,Three-Quarter,Cropped,Red,None,Plaid,Denim,Sustainable,Budget,2017,Q4,2893,905,2,2,18,0.38,68.75,1122,37.0,3.17,16,36.0,0
FSH114898,2022-Q1,Accessories,Flowy,Off-Shoulder,Three-Quarter,Cropped,Green,Multi,Solid,Velvet,Conventional,Mid-Range,2022,Q1,3863,1159,3,5,1234,0.28,107.48,370,18.9,3.81,6,25.9,0
FSH114899,2020-Q1,Outerwear,Flowy,V-Neck,Long,Maxi,Blue,Navy,Geometric,Polyester,Organic,Premium,2020,Q1,3153,317,4,1,154,0.85,118.75,10485,8.3,3.38,89,58.9,1
FSH114900,2017-Q3,Tops,Structured,Off-Shoulder,Sleeveless,Maxi,Navy,Beige,Animal Print,Leather,Conventional,Budget,2017,Q3,4220,400,3,2,337,0.86,150.28,131,4.3,3.83,65,46.3,0
FSH114901,2024-Q1,Tops,Tailored,Square,Sleeveless,Mini,Beige,None,Plaid,Polyester,Conventional,Budget,2024,Q1,2268,3272,1,1,1235,0.76,357.54,20,40.0,4.29,494,42.9,0
FSH114902,2019-Q2,Bottoms,Flowy,Crew,Long,Mini,Black,Black,Floral,Linen,Organic,Mid-Range,2019,Q2,1138,481,5,4,61,0.68,140.73,181,7.9,4.59,60,61.9,1
FSH114903,2021-Q3,Accessories,Fitted,Square,Three-Quarter,Floor-Length,Black,Yellow,Solid,Leather,Conventional,Premium,2021,Q3,5659,1203,2,1,147,0.61,383.11,90,12.5,4.22,1223,29.7,0
FSH114904,2024-Q1,Bottoms,Oversized,High-Neck,Bell,Cropped,Brown,Yellow,Solid,Leather,Recycled,Budget,2024,Q1,13592,1533,5,3,157,0.11,411.52,231,10.5,4.26,5,68.7,1
FSH114905,2017-Q4,Outerwear,Tailored,High-Neck,Short,Mini,Orange,Green,Solid,Satin,Upcycled,Mid-Range,2017,Q4,264,752,3,3,82,0.94,186.75,69,7.4,3.64,18,56.1,1
FSH114906,2020-Q3,Tops,Tailored,Off-Shoulder,Cap,Maxi,White,Multi,Geometric,Silk,Conventional,Mid-Range,2020,Q3,3862,337,3,4,38,0.18,383.19,286,3.3,4.14,41,41.4,0
FSH114907,2023-Q2,Tops,Relaxed,Scoop,Sleeveless,Cropped,Orange,Orange,Solid,Polyester,Sustainable,Mid-Range,2023,Q2,19827,8384,2,2,29,0.17,82.36,682,18.4,3.6,55,42.1,0
FSH114908,2024-Q2,Tops,Structured,Off-Shoulder,Three-Quarter,Maxi,Navy,Brown,Polka Dot,Knit,Conventional,Mid-Range,2024,Q2,2018,653,1,1,98,0.88,62.31,380,5.5,4.07,4,38.2,0
FSH114909,2020-Q3,Outerwear,Oversized,Scoop,Short,Midi,Purple,Red,Solid,Denim,Sustainable,Luxury,2020,Q3,1948,5003,3,3,726,0.95,455.6,676,4.5,4.79,214,60.5,1
FSH114910,2021-Q1,Tops,Fitted,Square,Sleeveless,Floor-Length,Black,Orange,Abstract,Knit,Conventional,Premium,2021,Q1,3105,10944,2,2,330,0.65,64.69,1087,19.7,4.65,214,30.6,0
FSH114911,2015-Q4,Dresses,Tailored,High-Neck,Sleeveless,Midi,Black,None,Solid,Polyester,Conventional,Mid-Range,2015,Q4,662,72,2,1,117,0.44,276.02,83,11.0,4.13,14,14.7,0
FSH114912,2022-Q2,Tops,Tailored,Crew,Cap,Mini,Red,Grey,Polka Dot,Wool,Conventional,Premium,2022,Q2,3521,1361,4,1,179,0.11,331.25,761,37.1,3.51,79,21.1,0
FSH114913,2022-Q2,Footwear,Oversized,Scoop,Three-Quarter,Maxi,Grey,Grey,Geometric,Leather,Upcycled,Mid-Range,2022,Q2,1060,7317,6,1,3028,0.24,168.19,77,11.8,4.22,31,62.6,1
FSH114914,2018-Q1,Outerwear,Fitted,High-Neck,Bell,Cropped,Red,None,Plaid,Leather,Sustainable,Budget,2018,Q1,50,6199,2,4,161,0.35,410.32,613,8.0,2.98,281,45.7,0
FSH114915,2018-Q2,Tops,Flowy,V-Neck,Long,Cropped,Grey,Pink,Geometric,Leather,Conventional,Premium,2018,Q2,5376,1809,6,3,313,0.5,223.1,218,21.4,3.79,33,43.8,0
FSH114916,2016-Q4,Accessories,Oversized,Off-Shoulder,Short,Mini,Navy,Red,Striped,Leather,Organic,Mid-Range,2016,Q4,3797,11330,3,1,796,0.55,394.44,220,40.0,3.05,79,40.7,0
FSH114917,2020-Q4,Dresses,Fitted,Square,Short,Floor-Length,Black,Pink,Solid,Denim,Sustainable,Premium,2020,Q4,4431,3203,3,1,380,0.55,134.51,3748,11.5,4.23,110,49.7,0
FSH114918,2019-Q2,Dresses,Relaxed,Scoop,Three-Quarter,Maxi,Orange,Black,Solid,Polyester,Organic,Budget,2019,Q2,4597,2051,1,1,70,0.64,346.96,117,7.8,4.27,19,41.1,0
FSH114919,2023-Q3,Dresses,Fitted,Crew,Short,Mini,Black,Pink,Solid,Satin,Sustainable,Mid-Range,2023,Q3,2885,163,1,2,658,0.67,353.63,734,3.1,4.02,417,66.0,1
FSH114920,2021-Q1,Dresses,Structured,Off-Shoulder,Long,Cropped,Blue,Blue,Solid,Denim,Recycled,Mid-Range,2021,Q1,495,29564,4,1,1758,0.88,179.76,792,35.5,4.37,36,55.9,1
FSH114921,2019-Q1,Dresses,Relaxed,Square,Short,Midi,Purple,Red,Floral,Polyester,Conventional,Mid-Range,2019,Q1,3773,1050,1,1,490,0.6,65.46,306,10.0,3.91,65,36.4,0
FSH114922,2022-Q4,Outerwear,Fitted,Square,Three-Quarter,Floor-Length,Black,Black,Tie-Dye,Leather,Upcycled,Budget,2022,Q4,1872,3569,3,1,64,0.73,267.58,136,27.9,4.25,1321,40.3,0
FSH114923,2020-Q4,Outerwear,Tailored,Square,Long,Maxi,Pink,Red,Solid,Cotton,Organic,Budget,2020,Q4,13558,4630,2,2,48,0.84,180.22,44,8.6,3.19,13,42.7,0
FSH114924,2016-Q3,Outerwear,Tailored,High-Neck,Cap,Mini,Black,Purple,Polka Dot,Wool,Organic,Premium,2016,Q3,638,585,3,3,15,0.2,444.21,225,16.6,3.55,30,34.3,0
FSH114925,2018-Q1,Outerwear,Fitted,Square,Bell,Midi,Red,None,Geometric,Linen,Organic,Mid-Range,2018,Q1,1665,3483,4,4,416,0.47,350.31,20,27.8,3.47,32,53.1,1
FSH114926,2021-Q3,Footwear,Relaxed,High-Neck,Three-Quarter,Knee-Length,Grey,Grey,Solid,Knit,Conventional,Premium,2021,Q3,1123,3280,2,4,11,0.37,430.87,22552,13.3,4.91,25,57.4,1
FSH114927,2016-Q1,Tops,Structured,High-Neck,Bell,Maxi,Navy,Multi,Geometric,Leather,Upcycled,Mid-Range,2016,Q1,1543,188,2,3,16,0.82,150.91,287,14.7,4.63,4,37.5,0
FSH114928,2023-Q4,Outerwear,Fitted,Scoop,Cap,Cropped,White,White,Solid,Velvet,Recycled,Premium,2023,Q4,954,64,4,2,404,0.93,369.43,64,22.6,3.42,12,56.9,1
FSH114929,2021-Q2,Bottoms,Fitted,Square,Short,Cropped,Navy,Black,Solid,Velvet,Conventional,Premium,2021,Q2,854,6205,3,1,254,0.93,374.38,204,7.4,4.0,26,40.2,0
FSH114930,2022-Q3,Accessories,Relaxed,V-Neck,Bell,Knee-Length,Grey,Red,Solid,Linen,Recycled,Premium,2022,Q3,3348,2242,2,1,167,0.96,97.41,1679,31.0,4.51,52,63.0,1
FSH114931,2017-Q2,Tops,Tailored,V-Neck,Long,Maxi,Yellow,Grey,Floral,Linen,Conventional,Budget,2017,Q2,6226,2779,5,0,1659,0.4,71.31,1143,16.3,4.54,10,29.8,0
FSH114932,2021-Q2,Dresses,Tailored,High-Neck,Bell,Mini,White,Blue,Striped,Wool,Conventional,Mid-Range,2021,Q2,400,382,7,4,825,0.21,338.47,333,9.2,4.42,130,59.2,1
FSH114933,2020-Q2,Outerwear,Flowy,Off-Shoulder,Short,Maxi,Black,Beige,Solid,Cotton,Conventional,Premium,2020,Q2,885,637,6,1,455,0.71,449.92,95,3.2,3.34,539,37.1,0
FSH114934,2017-Q4,Outerwear,Structured,Crew,Three-Quarter,Maxi,Black,Red,Plaid,Velvet,Conventional,Mid-Range,2017,Q4,1097,3051,3,3,6,0.75,74.67,733,4.1,3.28,131,44.4,0
FSH114935,2022-Q4,Tops,Structured,Off-Shoulder,Cap,Floor-Length,Green,Brown,Solid,Polyester,Sustainable,Mid-Range,2022,Q4,323,20236,2,1,7,0.16,242.45,2153,17.6,3.99,135,37.4,0
FSH114936,2021-Q3,Bottoms,Oversized,Scoop,Cap,Floor-Length,Blue,Brown,Striped,Velvet,Organic,Budget,2021,Q3,5724,137,4,2,34,0.92,314.55,19203,6.0,4.19,36,68.5,1
FSH114937,2023-Q1,Dresses,Oversized,V-Neck,Short,Knee-Length,Red,Beige,Solid,Polyester,Conventional,Premium,2023,Q1,4866,648,2,1,42,0.48,306.91,385,30.5,3.96,67,45.4,0
FSH114938,2019-Q4,Accessories,Structured,Crew,Three-Quarter,Cropped,Black,Purple,Solid,Denim,Conventional,Budget,2019,Q4,5656,363,3,4,123,0.93,479.73,719,23.2,4.76,165,43.8,0
FSH114939,2024-Q3,Dresses,Flowy,High-Neck,Short,Midi,Orange,Pink,Geometric,Satin,Organic,Budget,2024,Q3,2972,5746,3,5,190,0.53,155.51,639,11.5,3.97,324,70.8,1
FSH114940,2024-Q4,Dresses,Fitted,High-Neck,Bell,Cropped,Orange,White,Polka Dot,Linen,Sustainable,Budget,2024,Q4,25647,16017,2,1,3626,0.14,397.47,540,20.7,3.69,25,54.9,1
FSH114941,2018-Q1,Dresses,Relaxed,Scoop,Sleeveless,Maxi,Beige,Navy,Solid,Satin,Sustainable,Mid-Range,2018,Q1,4438,191,6,2,472,0.86,51.35,1498,21.2,4.01,88,69.8,1
FSH114942,2018-Q2,Bottoms,Tailored,Scoop,Three-Quarter,Cropped,Grey,Multi,Abstract,Satin,Conventional,Mid-Range,2018,Q2,188,1893,1,2,42,0.3,140.55,1158,23.8,4.54,8,30.7,0
FSH114943,2024-Q4,Dresses,Relaxed,Square,Three-Quarter,Knee-Length,Purple,Black,Striped,Silk,Conventional,Budget,2024,Q4,1084,994,2,0,117,0.44,439.66,356,19.8,3.31,35,29.1,0
FSH114944,2020-Q2,Outerwear,Relaxed,Scoop,Long,Floor-Length,Pink,Black,Polka Dot,Silk,Sustainable,Budget,2020,Q2,29253,3347,4,0,109,0.36,210.13,640,20.1,4.29,250,47.8,0
FSH114945,2019-Q2,Accessories,Oversized,Scoop,Sleeveless,Floor-Length,Green,Pink,Solid,Silk,Conventional,Budget,2019,Q2,343,704,4,3,54,0.25,152.34,99,8.2,3.94,188,52.6,1
FSH114946,2022-Q1,Tops,Relaxed,High-Neck,Cap,Midi,Brown,Pink,Plaid,Polyester,Recycled,Mid-Range,2022,Q1,3972,753,1,0,98,0.88,384.94,195,13.9,3.43,835,48.3,0
FSH114947,2018-Q4,Outerwear,Fitted,High-Neck,Short,Midi,Purple,Red,Solid,Leather,Conventional,Mid-Range,2018,Q4,15180,479,2,1,84,0.46,159.33,132,11.5,4.07,16,36.0,0
FSH114948,2023-Q3,Dresses,Relaxed,Scoop,Cap,Mini,Black,Black,Solid,Leather,Recycled,Budget,2023,Q3,181,2608,2,0,14,0.45,446.23,72,6.2,3.17,318,47.6,0
FSH114949,2023-Q2,Tops,Structured,High-Neck,Three-Quarter,Floor-Length,Black,Grey,Floral,Wool,Conventional,Budget,2023,Q2,3430,273,1,2,405,0.32,369.25,867,3.6,3.95,242,28.7,0
FSH114950,2015-Q3,Tops,Relaxed,Scoop,Bell,Cropped,Blue,White,Solid,Polyester,Sustainable,Mid-Range,2015,Q3,1277,580,0,2,92,0.19,499.4,184,18.0,3.16,31,41.7,0
FSH114951,2015-Q4,Tops,Structured,Crew,Short,Floor-Length,Black,Brown,Animal Print,Satin,Sustainable,Premium,2015,Q4,7805,2494,2,1,23,0.84,440.66,2388,16.7,3.77,3,44.2,0
FSH114952,2016-Q1,Outerwear,Fitted,Scoop,Cap,Floor-Length,Black,Green,Solid,Leather,Sustainable,Budget,2016,Q1,4790,376,3,2,226,0.77,187.26,274,24.3,4.14,38,44.4,0
FSH114953,2017-Q2,Dresses,Fitted,Square,Short,Cropped,Beige,Purple,Solid,Denim,Organic,Budget,2017,Q2,3617,5284,4,1,32,0.57,258.81,19,3.4,4.12,8,46.8,0
FSH114954,2022-Q1,Footwear,Flowy,Scoop,Cap,Knee-Length,White,Yellow,Solid,Silk,Conventional,Budget,2022,Q1,3830,5780,1,3,61,0.26,140.36,5537,21.5,4.57,3,51.2,0
FSH114955,2022-Q4,Outerwear,Flowy,Crew,Short,Cropped,Purple,Blue,Solid,Cotton,Sustainable,Budget,2022,Q4,1270,1042,5,3,22,0.55,69.9,220,34.0,4.08,22,53.4,1
FSH114956,2022-Q3,Outerwear,Structured,V-Neck,Cap,Knee-Length,Navy,Blue,Solid,Linen,Recycled,Premium,2022,Q3,32408,4159,3,2,104,0.79,403.1,3029,28.1,4.49,21,53.7,1
FSH114957,2015-Q2,Accessories,Fitted,Off-Shoulder,Cap,Mini,Green,Black,Geometric,Satin,Conventional,Mid-Range,2015,Q2,1001,935,5,1,989,0.33,345.61,27,10.5,3.85,127,25.1,0
FSH114958,2017-Q4,Accessories,Relaxed,Scoop,Short,Maxi,Black,Yellow,Plaid,Satin,Organic,Budget,2017,Q4,584,568,2,0,386,0.5,220.66,763,26.4,4.04,10,21.2,0
FSH114959,2021-Q3,Bottoms,Flowy,Crew,Long,Cropped,Pink,Orange,Solid,Cotton,Recycled,Budget,2021,Q3,4290,245,5,0,34,0.95,322.35,602,15.5,3.44,38,54.3,1
FSH114960,2016-Q1,Bottoms,Fitted,Crew,Short,Maxi,Grey,Beige,Solid,Denim,Conventional,Premium,2016,Q1,4529,253,3,1,10,0.49,460.99,1618,4.5,3.85,6,39.8,0
FSH114961,2024-Q1,Tops,Flowy,High-Neck,Bell,Mini,Yellow,Orange,Plaid,Velvet,Sustainable,Mid-Range,2024,Q1,8237,1270,6,1,28,0.4,251.3,21514,8.9,3.8,8,57.5,1
FSH114962,2021-Q3,Outerwear,Structured,Square,Cap,Cropped,Blue,Orange,Plaid,Velvet,Sustainable,Premium,2021,Q3,6073,409,3,2,43,0.63,388.07,90,10.2,5.0,182,55.7,1
FSH114963,2020-Q3,Bottoms,Flowy,Scoop,Sleeveless,Cropped,White,Orange,Striped,Knit,Sustainable,Mid-Range,2020,Q3,637,587,2,2,88,0.87,77.65,163,8.4,3.54,350,54.5,1
FSH114964,2023-Q1,Accessories,Structured,Square,Three-Quarter,Maxi,Beige,None,Abstract,Leather,Conventional,Premium,2023,Q1,919,181,3,1,1226,0.29,101.92,81,3.1,3.83,27,31.8,0
FSH114965,2015-Q4,Tops,Oversized,Crew,Long,Mini,White,Navy,Striped,Velvet,Conventional,Mid-Range,2015,Q4,6304,2748,3,2,542,0.29,370.49,141,23.1,3.52,22,46.0,0
FSH114966,2020-Q1,Tops,Relaxed,Square,Bell,Mini,Navy,Green,Solid,Leather,Recycled,Mid-Range,2020,Q1,513,450,1,2,350,0.6,79.05,8,13.6,3.64,28,50.4,0
FSH114967,2020-Q4,Tops,Structured,V-Neck,Short,Maxi,Pink,Navy,Plaid,Knit,Conventional,Budget,2020,Q4,14313,1790,1,0,1691,0.34,344.95,763,7.3,4.25,78,15.3,0
FSH114968,2022-Q3,Footwear,Flowy,V-Neck,Three-Quarter,Maxi,Red,Blue,Solid,Velvet,Sustainable,Budget,2022,Q3,2030,380,3,0,80,0.89,290.41,112,8.4,5.0,29,63.8,1
FSH114969,2020-Q4,Dresses,Fitted,Off-Shoulder,Bell,Cropped,Purple,Pink,Striped,Leather,Conventional,Budget,2020,Q4,1552,16563,4,4,53,0.26,495.04,114,8.4,3.7,83,39.0,0
FSH114970,2017-Q2,Bottoms,Relaxed,High-Neck,Long,Floor-Length,White,Navy,Solid,Silk,Conventional,Premium,2017,Q2,13978,305,3,3,172,0.65,194.61,163,29.3,4.16,260,42.2,0
FSH114971,2015-Q2,Bottoms,Relaxed,Square,Sleeveless,Mini,Red,Black,Solid,Polyester,Sustainable,Mid-Range,2015,Q2,2159,699,1,2,853,0.13,454.6,425,18.1,4.65,111,41.1,0
FSH114972,2022-Q3,Dresses,Structured,High-Neck,Three-Quarter,Floor-Length,Green,Blue,Solid,Cotton,Recycled,Mid-Range,2022,Q3,8066,334,4,2,276,0.94,217.16,5833,1.4,3.99,9,63.6,1
